word,tbcl_level,cefr,category,zhuyin,pinyin,written_freq_per_million,spoken_freq_per_million
人心,5,B2,社會,ㄖㄣˊ ㄒㄧㄣ,rén xīn,41,32
人性,5,B2,教育、學習,ㄖㄣˊ ㄒㄧㄥˋ,rén xìng,50,19
人選,5,B2,核心詞,ㄖㄣˊ ㄒㄩㄢˇ,rén xuǎn,21,8
人員,5,B2,職業,ㄖㄣˊ ㄩㄢˊ,rén yuán,186,175
人緣,5,B2,社交、人際,ㄖㄣˊ ㄩㄢˊ,rén yuán,5,4
忍耐,5,B2,情緒、態度,ㄖㄣˇ ㄋㄞˋ,rěn nài,15,19
忍受,5,B2,核心詞,ㄖㄣˇ ㄕㄡˋ,rěn shòu,46,15
任,5,B2,核心詞,ㄖㄣˋ,rèn,113,70
認錯,5,B2,社交、人際,ㄖㄣˋ ㄘㄨㄛˋ,rèn cuò,8,5
認定,5,B2,核心詞,ㄖㄣˋ ㄉㄧㄥˋ,rèn dìng,36,13
認同,5,B2,核心詞,ㄖㄣˋ ㄊㄨㄥˊ,rèn tóng,70,41
仍舊,5,B2,核心詞,ㄖㄥˊ ㄐㄧㄡˋ,réng jiù,20,6
日落,5,B2,核心詞,ㄖˋ ㄌㄨㄛˋ,rì luò,8,5
日夜,5,B2,核心詞,ㄖˋ ㄧㄝˋ,rì yè,19,12
日益,5,B2,核心詞,ㄖˋ ㄧˋ,rì yì,19,11
融合,5,B2,核心詞,ㄖㄨㄥˊ ㄏㄜˊ,róng hé,24,28
融化,5,B2,餐飲、烹飪,ㄖㄨㄥˊ ㄏㄨㄚˋ,róng huà,9,21
融入,5,B2,核心詞,ㄖㄨㄥˊ ㄖㄨˋ,róng rù,22,35
揉,5,B2,身體、醫療,ㄖㄡˊ,róu,16,11
柔軟,5,B2,核心詞,ㄖㄡˊ ㄖㄨㄢˇ,róu ruǎn,20,24
肉麻,5,B2,核心詞,ㄖㄡˋ ㄇㄚˊ,ròu má,2,2
肉體,5,B2,身體、醫療,ㄖㄡˋ ㄊㄧˇ,ròu tǐ,17,2
如此,5,B2,核心詞,ㄖㄨˊ ㄘˇ,rú cǐ,511,85
如何,5,B2,核心詞,ㄖㄨˊ ㄏㄜˊ,rú hé,606,336
如同,5,B2,核心詞,ㄖㄨˊ ㄊㄨㄥˊ,rú tóng,82,26
如意,5,B2,核心詞,ㄖㄨˊ ㄧˋ,rú yì,16,9
入學,5,B2,教育、學習,ㄖㄨˋ ㄒㄩㄝˊ,rù xué,15,5
軟弱,5,B2,情緒、態度,ㄖㄨㄢˇ ㄖㄨㄛˋ,ruǎn ruò,14,4
軟體,5,B2,職業,ㄖㄨㄢˇ ㄊㄧˇ,ruǎn tǐ,45,16
弱點,5,B2,核心詞,ㄖㄨㄛˋ ㄉㄧㄢˇ,ruò diǎn,25,3
塞,5,B2,核心詞,ㄙㄞ,sāi,23,14
散1,5,B2,核心詞,ㄙㄢˋ,sàn,29,20
散發,5,B2,交通、旅遊,ㄙㄢˋ ㄈㄚ,sàn fā,15,8
散心,5,B2,,ㄙㄢˋ ㄒㄧㄣ,sàn xīn,1,1
艘,5,B2,交通、旅遊,ㄙㄠ,sāo,42,22
掃除,5,B2,安全,ㄙㄠˇ ㄔㄨˊ,sǎo chú,4,1
色情,5,B2,休閒、娛樂,ㄙㄜˋ ㄑㄧㄥˊ,sè qíng,8,1
殺害,5,B2,安全,ㄕㄚ ㄏㄞˋ,shā hài,25,10
殺價,5,B2,購物、商店,ㄕㄚ ㄐㄧㄚˋ,shā jià,2,2
沙漠,5,B2,交通、旅遊,ㄕㄚ ㄇㄛˋ,shā mò,22,51
傻,5,B2,核心詞,ㄕㄚˇ,shǎ,28,16
傻瓜,5,B2,核心詞,ㄕㄚˇ ㄍㄨㄚ,shǎ guā,14,6
傻事,5,B2,核心詞,ㄕㄚˇ ㄕˋ,shǎ shì,3,1
晒/曬,5,B2,日常起居,ㄕㄞˋ,shài,12,43
扇,5,B2,日常起居,ㄕㄢ / ㄕㄢˋ,shān / shàn,38,11
山谷,5,B2,交通、旅遊,ㄕㄢ ㄍㄨˇ,shān gǔ,21,11
山腳,5,B2,核心詞,ㄕㄢ ㄐㄧㄠˇ,shān jiǎo,12,11
山坡,5,B2,核心詞,ㄕㄢ ㄆㄛ,shān pō,22,10
閃,5,B2,核心詞,ㄕㄢˇ,shǎn,27,13
善良,5,B2,情緒、態度,ㄕㄢˋ ㄌㄧㄤˊ,shàn liáng,32,16
傷口,5,B2,身體、醫療,ㄕㄤ ㄎㄡˇ,shāng kǒu,29,16
傷腦筋,5,B2,核心詞,ㄕㄤ ㄋㄠˇ ㄐㄧㄣ,shāng nǎo jīn,6,7
賞,5,B2,核心詞,ㄕㄤˇ,shǎng,34,26
上場,5,B2,,ㄕㄤˋ ㄔㄤˇ,shàng chǎng,9,8
上當,5,B2,安全,ㄕㄤˋ ㄉㄤˋ,shàng dàng,6,1
上升,5,B2,核心詞,ㄕㄤˋ ㄕㄥ,shàng shēng,34,92
上市,5,B2,社會,ㄕㄤˋ ㄕˋ,shàng shì,30,7
上述,5,B2,核心詞,ㄕㄤˋ ㄕㄨˋ,shàng shù,63,1
上司,5,B2,職業,ㄕㄤˋ ㄙ,shàng sī,28,1
上鎖,5,B2,日常起居,ㄕㄤˋ ㄙㄨㄛˇ,shàng suǒ,4,1
上台/上臺,5,B2,教育、學習,ㄕㄤˋ ㄊㄞˊ,shàng tái,14,19
上下,5,B2,核心詞,ㄕㄤˋ ㄒㄧㄚˋ,shàng xià,48,22
上演,5,B2,休閒、娛樂,ㄕㄤˋ ㄧㄢˇ,shàng yǎn,14,5
上癮,5,B2,身體、醫療,ㄕㄤˋ ㄧㄣˇ,shàng yǐn,9,4
上漲,5,B2,,ㄕㄤˋ ㄓㄤˇ,shàng zhǎng,12,12
稍微/稍,5,B2,核心詞,ㄕㄠ ㄨㄟˊ / ㄕㄠ,shāo wéi / shāo,98,140
燒香,5,B2,文化,ㄕㄠ ㄒㄧㄤ,shāo xiāng,5,2
蛇,5,B2,個人資料,ㄕㄜˊ,shé,64,26
舌頭/舌,5,B2,身體、醫療,ㄕㄜˊ ˙ㄊㄡ/ㄕㄜˊ,shé tou/shé,38,12
捨不得,5,B2,核心詞,ㄕㄜˇ ㄅㄨˋ ˙ㄉㄜ,shě bù de,13,34
捨得,5,B2,核心詞,ㄕㄜˇ ˙ㄉㄜ,shě de,4,6
射,5,B2,核心詞,ㄕㄜˋ,shè,28,11
設定,5,B2,核心詞,ㄕㄜˋ ㄉㄧㄥˋ,shè dìng,38,18
設法,5,B2,核心詞,ㄕㄜˋ ㄈㄚˇ,shè fǎ,45,6
社工,5,B2,職業,ㄕㄜˋ ㄍㄨㄥ,shè gōng,4,8
社交,5,B2,社交、人際,ㄕㄜˋ ㄐㄧㄠ,shè jiāo,33,7
設立,5,B2,教育、學習,ㄕㄜˋ ㄌㄧˋ,shè lì,43,36
社群,5,B2,核心詞,ㄕㄜˋ ㄑㄩㄣˊ,shè qún,24,9
攝氏,5,B2,交通、旅遊,ㄕㄜˋ ㄕˋ,shè shì,8,19
社團,5,B2,教育、學習,ㄕㄜˋ ㄊㄨㄢˊ,shè tuán,12,16
攝影,5,B2,休閒、娛樂,ㄕㄜˋ ㄧㄥˇ,shè yǐng,29,60
身旁,5,B2,核心詞,ㄕㄣ ㄆㄤˊ,shēn páng,33,5
深入,5,B2,核心詞,ㄕㄣ ㄖㄨˋ,shēn rù,67,44
身心,5,B2,身體、醫療,ㄕㄣ ㄒㄧㄣ,shēn xīn,46,27
身影,5,B2,交通、旅遊,ㄕㄣ ㄧㄥˇ,shēn yǐng,23,26
深遠,5,B2,核心詞,ㄕㄣ ㄩㄢˇ,shēn yuǎn,17,13
神話,5,B2,文化,ㄕㄣˊ ㄏㄨㄚˋ,shén huà,32,14
神經,5,B2,身體、醫療,ㄕㄣˊ ㄐㄧㄥ,shén jīng,193,66
神祕/神秘,5,B2,文化,ㄕㄣˊ ㄇㄧˋ,shén mì,53,25
神奇,5,B2,休閒、娛樂,ㄕㄣˊ ㄑㄧˊ,shén qí,33,42
神聖,5,B2,文化,ㄕㄣˊ ㄕㄥˋ,shén shèng,27,11
神仙,5,B2,文化,ㄕㄣˊ ㄒㄧㄢ,shén xiān,21,2
腎臟/腎,5,B2,身體、醫療,ㄕㄣˋ ㄗㄤˋ/ㄕㄣˋ,shèn zàng/shèn,33,27
升,5,B2,核心詞,ㄕㄥ,shēng,27,40
生存,5,B2,核心詞,ㄕㄥ ㄘㄨㄣˊ,shēng cún,65,95
生動,5,B2,休閒、娛樂,ㄕㄥ ㄉㄨㄥˋ,shēng dòng,19,9
生火,5,B2,核心詞,ㄕㄥ ㄏㄨㄛˇ,shēng huǒ,4,4
生理,5,B2,身體、醫療,ㄕㄥ ㄌㄧˇ,shēng lǐ,55,18
生態,5,B2,自然環境,ㄕㄥ ㄊㄞˋ,shēng tài,40,221
聲響,5,B2,日常起居,ㄕㄥ ㄒㄧㄤˇ,shēng xiǎng,21,4
升學,5,B2,教育、學習,ㄕㄥ ㄒㄩㄝˊ,shēng xué,12,11
繩子/繩,5,B2,日常起居,ㄕㄥˊ ˙ㄗ/ㄕㄥˊ,shéng zi/shéng,37,17
剩餘,5,B2,核心詞,ㄕㄥˋ ㄩˊ,shèng yú,7,7
詩,5,B2,核心詞,ㄕ,shī,99,23
師父,5,B2,文化,ㄕ ˙ㄈㄨ,shī fu,35,33
師傅,5,B2,文化,ㄕ ㄈㄨˋ,shī fù,31,32
失去,5,B2,核心詞,ㄕ ㄑㄩˋ,shī qù,158,82
詩人,5,B2,教育、學習,ㄕ ㄖㄣˊ,shī rén,42,8
失業,5,B2,職業,ㄕ ㄧㄝˋ,shī yè,15,54
師長,5,B2,教育、學習,ㄕ ㄓㄤˇ,shī zhǎng,14,9
獅子/獅,5,B2,自然環境,ㄕ ˙ㄗ/ㄕ,shī zi/shī,22,24
失蹤,5,B2,安全,ㄕ ㄗㄨㄥ,shī zōng,20,11
食材,5,B2,餐飲、烹飪,ㄕˊ ㄘㄞˊ,shí cái,14,25
時光,5,B2,文化,ㄕˊ ㄍㄨㄤ,shí guāng,40,24
實話,5,B2,核心詞,ㄕˊ ㄏㄨㄚˋ,shí huà,19,10
時機,5,B2,核心詞,ㄕˊ ㄐㄧ,shí jī,42,14
實踐,5,B2,教育、學習,ㄕˊ ㄐㄧㄢˋ,shí jiàn,70,45
時刻,5,B2,核心詞,ㄕˊ ㄎㄜˋ,shí kè,71,52
時空,5,B2,自然環境,ㄕˊ ㄎㄨㄥ,shí kōng,25,12
實力,5,B2,職業,ㄕˊ ㄌㄧˋ,shí lì,37,17
十全十美,5,B2,核心詞,ㄕˊ ㄑㄩㄢˊ ㄕˊ ㄇㄟˇ,shí quán shí měi,5,1
時速,5,B2,核心詞,ㄕˊ ㄙㄨˋ,shí sù,10,5
實習,5,B2,職業,ㄕˊ ㄒㄧˊ,shí xí,12,19
實驗,5,B2,教育、學習,ㄕˊ ㄧㄢˋ,shí yàn,197,151
石油,5,B2,自然環境,ㄕˊ ㄧㄡˊ,shí yóu,18,54
實在,5,B2,核心詞,ㄕˊ ㄗㄞˋ,shí zài,218,137
石子,5,B2,自然環境,ㄕˊ ˙ㄗ,shí zi,7,1
十足,5,B2,核心詞,ㄕˊ ㄗㄨˊ,shí zú,27,16
使,5,B2,核心詞,ㄕˇ,shǐ,758,122
使得,5,B2,核心詞,ㄕˇ ˙ㄉㄜ,shǐ de,117,127
始終,5,B2,核心詞,ㄕˇ ㄓㄨㄥ,shǐ zhōng,73,30
士兵,5,B2,職業,ㄕˋ ㄅㄧㄥ,shì bīng,63,10
世代,5,B2,核心詞,ㄕˋ ㄉㄞˋ,shì dài,27,31
示範,5,B2,教育、學習,ㄕˋ ㄈㄢˋ,shì fàn,22,43
是非,5,B2,情緒、態度,ㄕˋ ㄈㄟ,shì fēi,19,5
是否,5,B2,核心詞,ㄕˋ ㄈㄡˇ,shì fǒu,299,80
事故,5,B2,安全,ㄕˋ ㄍㄨˋ,shì gù,18,13
事件,5,B2,安全,ㄕˋ ㄐㄧㄢˋ,shì jiàn,214,144
視覺,5,B2,核心詞,ㄕˋ ㄐㄩㄝˊ,shì jué,58,19
勢力,5,B2,社會,ㄕˋ ㄌㄧˋ,shì lì,57,46
市民,5,B2,社會,ㄕˋ ㄇㄧㄣˊ,shì mín,16,14
事實上,5,B2,核心詞,ㄕˋ ㄕˊ ㄕㄤˋ,shì shí shàng,0,0
視為,5,B2,核心詞,ㄕˋ ㄨㄟˊ,shì wéi,85,28
事務,5,B2,職業,ㄕˋ ㄨˋ,shì wù,39,14
事先,5,B2,核心詞,ㄕˋ ㄒㄧㄢ,shì xiān,39,17
視線,5,B2,日常起居,ㄕˋ ㄒㄧㄢˋ,shì xiàn,23,6
事項,5,B2,核心詞,ㄕˋ ㄒㄧㄤˋ,shì xiàng,19,5
試驗,5,B2,身體、醫療,ㄕˋ ㄧㄢˋ,shì yàn,19,29
式樣,5,B2,購物、商店,ㄕˋ ㄧㄤˋ,shì yàng,4,1
視野,5,B2,日常起居,ㄕˋ ㄧㄝˇ,shì yě,31,152
適用,5,B2,核心詞,ㄕˋ ㄩㄥˋ,shì yòng,33,6
收藏,5,B2,休閒、娛樂,ㄕㄡ ㄘㄤˊ,shōu cáng,26,13
收穫,5,B2,核心詞,ㄕㄡ ㄏㄨㄛˋ,shōu huò,22,40
收拾,5,B2,日常起居,ㄕㄡ ㄕˊ,shōu shí,26,9
手背,5,B2,身體、醫療,ㄕㄡˇ ㄅㄟˋ,shǒu bèi,4,1
手臂,5,B2,身體、醫療,ㄕㄡˇ ㄅㄧˋ,shǒu bì,64,11
手冊,5,B2,核心詞,ㄕㄡˇ ㄘㄜˋ,shǒu cè,17,5
手電筒,5,B2,日常起居,ㄕㄡˇ ㄉㄧㄢˋ ㄊㄨㄥˇ,shǒu diàn tǒng,9,10
手段,5,B2,教育、學習,ㄕㄡˇ ㄉㄨㄢˋ,shǒu duàn,59,21
手工,5,B2,購物、商店,ㄕㄡˇ ㄍㄨㄥ,shǒu gōng,10,56
守護,5,B2,安全,ㄕㄡˇ ㄏㄨˋ,shǒu hù,19,46
手忙腳亂,5,B2,核心詞,ㄕㄡˇ ㄇㄤˊ ㄐㄧㄠˇ ㄌㄨㄢˋ,shǒu máng jiǎo luàn,4,1
手勢,5,B2,核心詞,ㄕㄡˇ ㄕˋ,shǒu shì,19,13
手腕,5,B2,身體、醫療,ㄕㄡˇ ㄨㄢˋ,shǒu wàn,19,5
手下,5,B2,職業,ㄕㄡˇ ㄒㄧㄚˋ,shǒu xià,25,2
手心,5,B2,身體、醫療,ㄕㄡˇ ㄒㄧㄣ,shǒu xīn,7,7
手續,5,B2,核心詞,ㄕㄡˇ ㄒㄩˋ,shǒu xù,10,5
手掌,5,B2,身體、醫療,ㄕㄡˇ ㄓㄤˇ,shǒu zhǎng,19,4
售,5,B2,購物、商店,ㄕㄡˋ,shòu,4,2
受害,5,B2,安全,ㄕㄡˋ ㄏㄞˋ,shòu hài,23,15
受苦,5,B2,核心詞,ㄕㄡˋ ㄎㄨˇ,shòu kǔ,17,11
壽命,5,B2,身體、醫療,ㄕㄡˋ ㄇㄧㄥˋ,shòu mìng,18,16
梳,5,B2,日常起居,ㄕㄨ,shū,10,2
書本,5,B2,教育、學習,ㄕㄨ ㄅㄣˇ,shū běn,16,15
書籍,5,B2,教育、學習,ㄕㄨ ㄐㄧˊ,shū jí,49,16
書面,5,B2,教育、學習,ㄕㄨ ㄇㄧㄢˋ,shū miàn,8,1
舒適,5,B2,核心詞,ㄕㄨ ㄕˋ,shū shì,30,30
書寫,5,B2,教育、學習,ㄕㄨ ㄒㄧㄝˇ,shū xiě,34,12
書信,5,B2,公共服務,ㄕㄨ ㄒㄧㄣˋ,shū xìn,11,3
屬,5,B2,核心詞,ㄕㄨˇ,shǔ,81,21
暑期,5,B2,教育、學習,ㄕㄨˇ ㄑㄧˊ,shǔ qí,3,3
屬於,5,B2,核心詞,ㄕㄨˇ ㄩˊ,shǔ yú,141,157
束,5,B2,核心詞,ㄕㄨˋ,shù,11,6
數據,5,B2,科技,ㄕㄨˋ ㄐㄩˋ,shù jù,36,42
樹林,5,B2,交通、旅遊,ㄕㄨˋ ㄌㄧㄣˊ,shù lín,27,11
數目,5,B2,購物、商店,ㄕㄨˋ ㄇㄨˋ,shù mù,26,11
數位,5,B2,科技,ㄕㄨˋ ㄨㄟˋ,shù wèi,20,11
樹葉,5,B2,自然環境,ㄕㄨˋ ㄧㄝˋ,shù yè,14,18
樹枝,5,B2,核心詞,ㄕㄨˋ ㄓ,shù zhī,26,13
摔,5,B2,核心詞,ㄕㄨㄞ,shuāi,22,14
摔跤,5,B2,身體、醫療,ㄕㄨㄞ ㄐㄧㄠ,shuāi jiāo,4,2
率領,5,B2,核心詞,ㄕㄨㄞˋ ㄌㄧㄥˇ,shuài lǐng,51,7
雙胞胎,5,B2,核心詞,ㄕㄨㄤ ㄅㄠ ㄊㄞ,shuāng bāo tāi,13,7
雙親,5,B2,核心詞,ㄕㄨㄤ ㄑㄧㄣ,shuāng qīn,12,2
水分/水份,5,B2,身體、醫療,ㄕㄨㄟˇ ㄈㄣˋ,shuǐ fèn,24,45
水溝,5,B2,日常起居,ㄕㄨㄟˇ ㄍㄡ,shuǐ gōu,7,10
水管,5,B2,日常起居,ㄕㄨㄟˇ ㄍㄨㄢˇ,shuǐ guǎn,7,19
水庫,5,B2,,ㄕㄨㄟˇ ㄎㄨˋ,shuǐ kù,7,70
水平,5,B2,休閒、娛樂,ㄕㄨㄟˇ ㄆㄧㄥˊ,shuǐ píng,18,13
水災,5,B2,安全,ㄕㄨㄟˇ ㄗㄞ,shuǐ zāi,5,48
稅,5,B2,購物、商店,ㄕㄨㄟˋ,shuì,10,14
說服,5,B2,核心詞,ㄕㄨㄟˋ ㄈㄨˊ,shuì fú,49,21
稅制,5,B2,社會,ㄕㄨㄟˋ ㄓˋ,shuì zhì,2,1
順,5,B2,核心詞,ㄕㄨㄣˋ,shùn,50,64
順道,5,B2,核心詞,ㄕㄨㄣˋ ㄉㄠˋ,shùn dào,5,2
順序,5,B2,核心詞,ㄕㄨㄣˋ ㄒㄩˋ,shùn xù,31,7
順眼,5,B2,核心詞,ㄕㄨㄣˋ ㄧㄢˇ,shùn yǎn,6,3
說謊,5,B2,安全,ㄕㄨㄛ ㄏㄨㄤˇ,shuō huǎng,21,16
碩士,5,B2,教育、學習,ㄕㄨㄛˋ ㄕˋ,shuò shì,16,13
私底下/私下,5,B2,核心詞,ㄙ ㄉㄧˇ ㄒㄧㄚˋ/ㄙ ㄒㄧㄚˋ,sī dǐ xià/sī xià,23,10
私立,5,B2,教育、學習,ㄙ ㄌㄧˋ,sī lì,10,7
思念,5,B2,情緒、態度,ㄙ ㄋㄧㄢˋ,sī niàn,14,13
私人,5,B2,個人資料,ㄙ ㄖㄣˊ,sī rén,42,13
私事,5,B2,核心詞,ㄙ ㄕˋ,sī shì,4,1
思想,5,B2,教育、學習,ㄙ ㄒㄧㄤˇ,sī xiǎng,154,32
寺,5,B2,文化,ㄙˋ,sì,17,10
四方,5,B2,核心詞,ㄙˋ ㄈㄤ,sì fāng,10,4
似乎/似,5,B2,核心詞,ㄙˋ ㄏㄨ/ㄙˋ,sì hū/sì,382,90
寺廟,5,B2,文化,ㄙˋ ㄇㄧㄠˋ,sì miào,10,12
蒐集,5,B2,核心詞,ㄙㄡ ㄐㄧˊ,sōu jí,30,19
搜尋,5,B2,科技,ㄙㄡ ㄒㄩㄣˊ,sōu xún,36,16
俗話,5,B2,文化,ㄙㄨˊ ㄏㄨㄚˋ,sú huà,4,3
俗氣,5,B2,核心詞,ㄙㄨˊ ㄑㄧˋ,sú qì,3,1
訴苦,5,B2,核心詞,ㄙㄨˋ ㄎㄨˇ,sù kǔ,5,1
宿醉,5,B2,身體、醫療,ㄙㄨˋ ㄗㄨㄟˋ,sù zuì,2,0
痠痛/酸痛,5,B2,身體、醫療,ㄙㄨㄢ ㄊㄨㄥˋ,suān tòng,8,5
算命,5,B2,文化,ㄙㄨㄢˋ ㄇㄧㄥˋ,suàn mìng,8,4
算帳,5,B2,核心詞,ㄙㄨㄢˋ ㄓㄤˋ,suàn zhàng,3,1
隨地,5,B2,核心詞,ㄙㄨㄟˊ ㄉㄧˋ,suí dì,9,8
隨機,5,B2,核心詞,ㄙㄨㄟˊ ㄐㄧ,suí jī,19,4
隨口,5,B2,核心詞,ㄙㄨㄟˊ ㄎㄡˇ,suí kǒu,7,1
隨身,5,B2,核心詞,ㄙㄨㄟˊ ㄕㄣ,suí shēn,15,15
隨手,5,B2,核心詞,ㄙㄨㄟˊ ㄕㄡˇ,suí shǒu,13,15
隨意,5,B2,核心詞,ㄙㄨㄟˊ ㄧˋ,suí yì,24,9
隨著,5,B2,核心詞,ㄙㄨㄟˊ ˙ㄓㄜ,suí zhe,126,134
碎,5,B2,核心詞,ㄙㄨㄟˋ,suì,20,22
歲數,5,B2,個人資料,ㄙㄨㄟˋ ㄕㄨˋ,suì shù,4,2
歲月,5,B2,核心詞,ㄙㄨㄟˋ ㄩㄝˋ,suì yuè,35,32
損壞,5,B2,身體、醫療,ㄙㄨㄣˇ ㄏㄨㄞˋ,sǔn huài,6,7
損失,5,B2,核心詞,ㄙㄨㄣˇ ㄕ,sǔn shī,40,62
縮小,5,B2,核心詞,ㄙㄨㄛ ㄒㄧㄠˇ,suō xiǎo,14,18
所謂,5,B2,核心詞,ㄙㄨㄛˇ ㄨㄟˋ,suǒ wèi,211,306
塌,5,B2,自然環境,ㄊㄚ,tā,4,6
他人,5,B2,核心詞,ㄊㄚ ㄖㄣˊ,tā rén,105,13
塔,5,B2,交通、旅遊,ㄊㄚˇ,tǎ,24,47
踏,5,B2,核心詞,ㄊㄚˋ,tà,15,9
胎,5,B2,,ㄊㄞ,tāi,8,6
抬頭,5,B2,核心詞,ㄊㄞˊ ㄊㄡˊ,tái tóu,40,12
太空,5,B2,科技,ㄊㄞˋ ㄎㄨㄥ,tài kōng,17,28
太空人,5,B2,科技,ㄊㄞˋ ㄎㄨㄥ ㄖㄣˊ,tài kōng rén,4,5
太平洋,5,B2,自然環境,ㄊㄞˋ ㄆㄧㄥˊ ㄧㄤˊ,tài píng yáng,16,47
貪,5,B2,社會,ㄊㄢ,tān,20,28
貪心,5,B2,核心詞,ㄊㄢ ㄒㄧㄣ,tān xīn,5,6
談話,5,B2,核心詞,ㄊㄢˊ ㄏㄨㄚˋ,tán huà,73,10
談論,5,B2,核心詞,ㄊㄢˊ ㄌㄨㄣˋ,tán lùn,35,7
彈性,5,B2,日常起居,ㄊㄢˊ ㄒㄧㄥˋ,tán xìng,42,19
坦白,5,B2,核心詞,ㄊㄢˇ ㄅㄞˊ,tǎn bái,20,17
毯子,5,B2,交通、旅遊,ㄊㄢˇ ˙ㄗ,tǎn zi,9,6
嘆/歎,5,B2,核心詞,ㄊㄢˋ,tàn,44,1
炭,5,B2,核心詞,ㄊㄢˋ,tàn,5,16
嘆氣,5,B2,核心詞,ㄊㄢˋ ㄑㄧˋ,tàn qì,5,3
探討,5,B2,教育、學習,ㄊㄢˋ ㄊㄠˇ,tàn tǎo,55,34
堂,5,B2,教育、學習,ㄊㄤˊ,táng,33,34
逃避,5,B2,安全,ㄊㄠˊ ㄅㄧˋ,táo bì,41,12
逃跑,5,B2,安全,ㄊㄠˊ ㄆㄠˇ,táo pǎo,16,2
逃生,5,B2,安全,ㄊㄠˊ ㄕㄥ,táo shēng,6,9
桃子,5,B2,餐飲、烹飪,ㄊㄠˊ ˙ㄗ,táo zi,5,3
討,5,B2,安全,ㄊㄠˇ,tǎo,21,10
套房,5,B2,日常起居,ㄊㄠˋ ㄈㄤˊ,tào fáng,4,4
特產,5,B2,餐飲、烹飪,ㄊㄜˋ ㄔㄢˇ,tè chǎn,4,6
特地,5,B2,核心詞,ㄊㄜˋ ㄉㄧˋ,tè dì,20,28
特定,5,B2,核心詞,ㄊㄜˋ ㄉㄧㄥˋ,tè dìng,72,18
特殊,5,B2,核心詞,ㄊㄜˋ ㄕㄨ,tè shū,103,117
特有,5,B2,核心詞,ㄊㄜˋ ㄧㄡˇ,tè yǒu,18,18
特徵,5,B2,核心詞,ㄊㄜˋ ㄓㄥ,tè zhēng,45,25
特質,5,B2,個人資料,ㄊㄜˋ ㄓˊ,tè zhí,95,30
疼愛,5,B2,核心詞,ㄊㄥˊ ㄞˋ,téng ài,12,10
提及,5,B2,核心詞,ㄊㄧˊ ㄐㄧˊ,tí jí,23,3
提前,5,B2,核心詞,ㄊㄧˊ ㄑㄧㄢˊ,tí qián,12,10
提問,5,B2,教育、學習,ㄊㄧˊ ㄨㄣˋ,tí wèn,13,1
提早,5,B2,職業,ㄊㄧˊ ㄗㄠˇ,tí zǎo,17,28
體會,5,B2,核心詞,ㄊㄧˇ ㄏㄨㄟˋ,tǐ huì,41,68
體貼,5,B2,核心詞,ㄊㄧˇ ㄊㄧㄝ,tǐ tiē,17,12
體溫,5,B2,身體、醫療,ㄊㄧˇ ㄨㄣ,tǐ wēn,13,9
體型,5,B2,身體、醫療,ㄊㄧˇ ㄒㄧㄥˊ,tǐ xíng,12,7
體驗,5,B2,核心詞,ㄊㄧˇ ㄧㄢˋ,tǐ yàn,59,110
體育,5,B2,教育、學習,ㄊㄧˇ ㄩˋ,tǐ yù,12,15
替代,5,B2,核心詞,ㄊㄧˋ ㄉㄞˋ,tì dài,21,15
添,5,B2,核心詞,ㄊㄧㄢ,tiān,17,12
天才,5,B2,教育、學習,ㄊㄧㄢ ㄘㄞˊ,tiān cái,28,6
天賦,5,B2,核心詞,ㄊㄧㄢ ㄈㄨˋ,tiān fù,20,7
天黑,5,B2,核心詞,ㄊㄧㄢ ㄏㄟ,tiān hēi,11,6
天亮,5,B2,核心詞,ㄊㄧㄢ ㄌㄧㄤˋ,tiān liàng,11,5
天然,5,B2,餐飲、烹飪,ㄊㄧㄢ ㄖㄢˊ,tiān rán,21,118
天使,5,B2,文化,ㄊㄧㄢ ㄕˇ,tiān shǐ,35,14
天堂,5,B2,文化,ㄊㄧㄢ ㄊㄤˊ,tiān táng,27,22
天下,5,B2,社會,ㄊㄧㄢ ㄒㄧㄚˋ,tiān xià,166,42
天性,5,B2,個人資料,ㄊㄧㄢ ㄒㄧㄥˋ,tiān xìng,18,6
天災,5,B2,交通、旅遊,ㄊㄧㄢ ㄗㄞ,tiān zāi,5,46
天真,5,B2,核心詞,ㄊㄧㄢ ㄓㄣ,tiān zhēn,23,10
田地,5,B2,日常起居,ㄊㄧㄢˊ ㄉㄧˋ,tián dì,14,22
甜美,5,B2,餐飲、烹飪,ㄊㄧㄢˊ ㄇㄟˇ,tián měi,13,7
甜蜜,5,B2,核心詞,ㄊㄧㄢˊ ㄇㄧˋ,tián mì,14,9
田野,5,B2,交通、旅遊,ㄊㄧㄢˊ ㄧㄝˇ,tián yě,21,12
挑剔,5,B2,核心詞,ㄊㄧㄠ ㄊㄧ,tiāo tī,12,3
挑選,5,B2,核心詞,ㄊㄧㄠ ㄒㄩㄢˇ,tiāo xuǎn,28,20
調1,5,B2,餐飲、烹飪,ㄊㄧㄠˊ,tiáo,23,35
調味,5,B2,餐飲、烹飪,ㄊㄧㄠˊ ㄨㄟˋ,tiáo wèi,5,6
鐵馬,5,B2,交通、旅遊,ㄊㄧㄝˇ ㄇㄚˇ,tiě mǎ,1,1
聽從,5,B2,核心詞,ㄊㄧㄥ ㄘㄨㄥˊ,tīng cóng,16,3
聽覺,5,B2,身體、醫療,ㄊㄧㄥ ㄐㄩㄝˊ,tīng jué,17,10
